File_Size,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,
11400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,146,2,5,23.08240696333923,2877.942906183757,,,1556,1738,2,0,13.438568664599742,26513.43540273299,,,1552,146,2,1,12.94927521735542,29675.31574721765,,,1552,146,2,2,10.339891054719793,54117.006423648025,,,
11500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,512,2,5,22.949452613008468,2967.4103628546395,,,2120,1753,0,0,13.401636873697784,26739.863313158505,,,1644,512,2,1,12.94596012153393,29697.97642464179,,,1644,512,2,2,10.334811128772504,54180.343914706,,,
11600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,878,2,5,22.841235318319768,3042.2810934231225,,,445,1769,1,0,13.367122755794634,26953.216187797625,,,1736,878,2,1,12.946747361588557,29692.593598309726,,,1736,878,2,2,10.333081802771924,54201.92239157582,,,
11700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,1244,2,5,22.79158542299287,3077.2609660900657,,,1008,1784,2,0,13.333301688796233,27163.936178744163,,,1828,1244,2,1,12.942729147267737,29720.078731521324,,,1828,1244,2,2,10.330929427794413,54228.79166584462,,,
11800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,1610,2,5,22.715739539401945,3131.4747655708247,,,1572,1799,0,0,13.300357847612108,27370.774430833804,,,1920,1610,2,1,12.93903442702854,29745.373572471915,,,1920,1610,2,2,10.327647986332353,54269.781329989615,,,
11900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,1976,2,5,22.642496245293597,3184.7345966897497,,,2135,1814,1,0,13.260609477963035,27622.4325975476,,,2012,1976,2,1,12.937554522733928,29755.511349711407,,,2012,1976,2,2,10.324016868886549,54315.17503436151,,,
12000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104,2342,2,5,22.580087062999382,3230.8304249355333,,,460,1830,2,0,13.229474133469704,27821.174289953433,,,2104,2342,2,1,12.937430389919513,29756.36185283993,,,2104,2342,2,2,10.32488239414799,54304.3513942261,,,
12100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196,262,0,6,22.33901281814157,3415.242831943893,,,1024,1845,0,0,13.192828392198148,28056.922406738,,,2196,262,2,2,12.932240820280992,29791.940249149273,,,2196,262,0,1,10.318603430861446,54382.920579421676,,,
12200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,629,0,6,21.913680591939638,3766.646045192786,,,1587,1860,1,0,13.163221018838893,28248.849731501596,,,50,629,2,2,12.928804571136826,29815.52172301516,,,50,629,0,1,10.314949256272588,54428.697885406094,,,
12300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,995,0,6,21.374843007524976,4264.209855305337,,,2150,1875,2,0,13.135681640669555,28428.549816884748,,,142,995,2,2,12.926801116956854,29829.27916508651,,,142,995,0,1,10.31713360771186,54401.32901119955,,,
12400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,1361,0,6,20.835689105892264,4827.852128769628,,,476,1891,0,0,13.104258249249064,28634.99063288022,,,234,1361,2,2,12.924785323031502,29843.127749194944,,,234,1361,0,1,10.31556901405908,54420.931219250924,,,
12500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,1727,0,6,20.47531093001657,5245.559013749719,,,1039,1906,1,0,13.07758505320961,28811.40019962924,,,326,1727,2,2,12.920809234161828,29870.462488043802,,,326,1727,0,1,10.313051896390554,54452.48206734637,,,
12600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,2093,0,6,20.157772109046107,5643.462705794582,,,1602,1921,2,0,13.046765696182321,29016.585151515817,,,418,2093,2,2,12.91980694267348,29877.35697244576,,,418,2093,0,1,10.309606794940102,54495.69439408653,,,
12700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,13,1,6,19.89338303491558,5997.697623264844,,,2166,1936,0,0,13.0198336267595,29197.085902865616,,,510,13,2,3,12.91760038050656,29892.540908466486,,,510,13,1,1,10.308301643124718,54512.074027227616,,,
12800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,379,1,6,19.597405056234418,6420.699796205729,,,491,1952,1,0,12.993847847234917,29372.308810430408,,,602,379,2,3,12.907915601915782,29959.27573660778,,,602,379,1,1,10.305331447412334,54549.368285987155,,,
12900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,745,1,6,19.21877502315512,7005.600504772615,,,1054,1967,2,0,12.961754480201071,29590.167413084193,,,694,745,2,3,12.895103933667658,30047.78595737638,,,694,745,1,1,10.307597808306877,54520.909185502474,,,
13000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,1111,1,6,18.73870560504716,7824.42279784909,,,1618,1982,0,0,12.93586653375902,29767.07878595902,,,786,1111,2,3,12.884432966363486,30121.706579361755,,,786,1111,1,1,10.304393859063305,54561.146094698204,,,
13100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,1477,1,6,18.308142245146787,8639.898605408549,,,2181,1997,1,0,12.91105318914552,29937.639289986313,,,878,1477,2,3,12.871790989323399,30209.51628308186,,,878,1477,1,1,10.302208208869509,54588.61169628589,,,
13200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,1843,1,6,18.012675563248507,9248.159557615176,,,506,2013,2,0,12.883423957490097,30128.705655199676,,,970,1843,2,3,12.857675681729718,30307.862070773386,,,970,1843,1,1,10.300705174571785,54607.50734397389,,,
13300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,2209,1,6,17.69499106742192,9950.015643895635,,,1070,2028,0,0,12.852569674127551,30343.51603080516,,,1062,2209,2,3,12.847710429277324,30377.485859717348,,,1062,2209,1,1,10.299961071400114,54616.86438218331,,,
13400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,129,2,6,17.444817585181454,10540.012156777639,,,1633,2043,1,0,12.826700898539514,30524.796720877843,,,1154,129,2,4,12.834567881863059,30469.552938101053,,,1154,129,2,1,10.295722132080098,54670.19929822869,,,
13500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,495,2,6,17.16829126026688,11232.94789253049,,,2196,2058,2,0,12.807113978715687,30662.776145255848,,,1246,495,2,4,12.830777343087334,30496.158488955723,,,1246,495,2,1,10.298189086695952,54639.15340469421,,,
13600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,861,2,6,16.913840510661224,11910.742049356357,,,522,2074,0,0,12.772364269441105,30909.105960233446,,,1338,861,2,4,12.820697301391268,30567.022748380205,,,1338,861,2,1,10.295785960231791,54669.39581757745,,,
13700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1227,2,6,16.8214978544052,12166.707992184354,,,1085,2089,1,0,12.74675037949255,31091.940816726183,,,1430,1227,2,4,12.809788524769765,30643.898686882414,,,1430,1227,2,1,10.29419028996637,54689.4859547093,,,
13800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,1593,2,6,16.631121285792588,12711.908018745566,,,1648,2104,2,0,12.72092864286645,31277.354036098404,,,1522,1593,2,4,12.798307912948498,30725.01326178978,,,1522,1593,2,1,10.289638852641783,54746.83097205264,,,
13900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,1959,2,6,16.38221706482503,13461.738930149495,,,2212,2119,0,0,12.69275603600612,31480.909198655205,,,1614,1959,2,4,12.792082227576891,30769.089676238204,,,1614,1959,2,1,10.29044146798273,54736.71419917766,,,
14000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706,2325,2,6,16.086918547378467,14408.906246414967,,,537,2135,1,0,12.665947156977758,31675.841021470373,,,1706,2325,2,4,12.778500568171111,30865.46424137601,,,1706,2325,2,1,10.288076653471133,54766.52747788332,,,
14100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,245,0,7,15.781388001033843,15459.095148322625,,,1100,2150,2,0,12.638442374132024,31877.08737907707,,,1798,245,2,5,12.705399105117657,31389.396056518748,,,1798,245,0,0,10.287145159239248,54778.275307499905,,,
14200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,611,0,7,15.341172975718639,17108.24940246409,,,1664,2165,0,0,12.609476239430679,32090.40856001701,,,1890,611,2,5,12.625481017948307,31972.36545888054,,,1890,611,0,0,10.289993495582902,54742.36055272893,,,
14300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,977,0,7,15.08076404909599,18165.4627403205,,,2227,2180,1,0,12.580944060862008,32301.929446737646,,,1982,977,2,5,12.582757876581168,32288.441475641506,,,1982,977,0,0,10.285341435560223,54801.030695187634,,,
14400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,1343,0,7,14.88000643343608,19024.89317862798,,,552,2196,2,0,12.550303083602623,32530.636582533025,,,2074,1343,2,5,12.521641144424438,32746.037577902534,,,2074,1343,0,0,10.283926829138856,54818.88367742341,,,
14500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,1709,0,7,14.7008999177447,19825.89850384023,,,1116,2211,0,0,12.523802898768068,32729.741889879486,,,2166,1709,2,5,12.4574540544901,33233.60585172341,,,2166,1709,0,0,10.28317102533621,54828.424652018904,,,
14600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2076,0,7,14.56286742301825,20466.1488304664,,,1679,2226,1,0,12.499364699204019,32914.43468718785,,,20,2076,2,5,12.40518522522641,33636.000307993134,,,20,2076,0,0,10.281688740289264,54847.14126673229,,,
14700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2442,0,7,14.459955707592718,20956.91247258934,,,4,2242,2,0,12.470211696679996,33136.12353429246,,,112,2442,2,5,12.373707147087085,33880.68291558796,,,112,2442,0,0,10.28155156454978,54848.87368938509,,,
14800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,362,1,7,14.007026065097046,23260.56522750207,,,568,2257,0,0,12.44467882980743,33331.509892863694,,,204,362,2,6,12.427723443029773,33461.89452988849,,,204,362,1,0,10.279929316764015,54869.365564833104,,,
14900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,728,1,7,13.517212942732337,26037.637478562872,,,1131,2272,1,0,12.417962148487383,33537.188775860646,,,296,728,2,6,12.359945483779946,33988.21226974499,,,296,728,1,0,10.277182148155008,54904.08465280807,,,
15000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,1094,1,7,13.221938082394534,27869.492611087608,,,1694,2287,2,0,12.388000282818139,33769.3609409172,,,388,1094,2,6,12.282810639238555,34597.26805066286,,,388,1094,1,0,10.278738898650737,54884.40753337323,,,
15100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,1460,1,7,12.94380411209871,29712.723333932514,,,20,2303,0,0,12.362893237051882,33965.15075862034,,,480,1460,2,6,12.215046145365244,35141.33497486732,,,480,1460,1,0,10.27971337078583,54872.09392402251,,,
15200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,1826,1,7,12.668740225987685,31655.475953518246,,,583,2318,1,0,12.33701915250406,34168.109880295524,,,572,1826,2,6,12.206881700834199,35207.46046033099,,,572,1826,1,0,10.275501363260176,54925.33747078084,,,
15300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,2192,1,7,12.440844076059092,33360.954102994656,,,1146,2333,2,0,12.31072722865364,34375.58893895452,,,664,2192,2,6,12.197546349498584,35283.22184566438,,,664,2192,1,0,10.276373072182427,54914.31405142864,,,
15400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,112,2,7,12.151825762668851,35656.62996323811,,,1710,2348,0,0,12.2863054085986,34569.438814405454,,,756,112,2,7,12.06327889394667,36391.08304305985,,,756,112,2,0,10.278983654605021,54881.31449222783,,,
15500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,478,2,7,11.709305557828609,39481.379116896365,,,35,2364,1,0,12.256055334860266,34811.06713610958,,,848,478,2,7,11.597907527793737,40507.19004491658,,,848,478,2,0,10.275400130921003,54926.617773761325,,,
15600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,844,2,7,11.335272811295562,43032.40207864311,,,598,2379,2,0,12.227383877964687,35041.64475421563,,,940,844,2,7,11.203214428306465,44361.01020250092,,,940,844,2,0,10.27438797558716,54939.420319107194,,,
15700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,1210,2,7,11.126881121864837,45147.60930468084,,,1162,2394,0,0,12.200526122969581,35259.02168812389,,,1032,1210,2,7,10.973595654896894,46769.56222466035,,,1032,1210,2,0,10.274295825660039,54940.58605284329,,,
15800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,1576,2,7,10.883934639884291,47745.16585576422,,,1725,2409,1,0,12.174470620423625,35471.19405796117,,,1124,1576,2,7,10.712630086019026,49666.077480002365,,,1124,1576,2,0,10.272445936126582,54963.99313445672,,,
15900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,1942,2,7,10.601637313798642,50951.753983633615,,,50,2425,2,0,12.145531588426508,35708.344125149706,,,1216,1942,2,7,10.416155467958632,53174.97856524887,,,1216,1942,2,0,10.272601061762696,54962.02991077333,,,
16000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,2308,2,7,10.364932883221718,53805.86058232258,,,614,2440,0,0,12.115895624837911,35952.8487585648,,,1308,2308,2,7,10.166548514451,56320.69674824283,,,1308,2308,2,0,10.270164831605795,54992.87021012219,,,
16100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
